n;Lista wiązana;Tablica dynamiczna
1113;562;711
1114;561;711
1115;551;711
1116;561;711
1117;561;711
1118;561;721
1119;562;721
1120;561;711
1121;561;721
1122;561;722
1123;561;721
1124;571;722
1125;571;721
1126;561;732
1127;571;721
1128;571;721
1129;571;732
1130;561;721
1131;561;732
1132;561;721
1133;572;731
1134;571;732
1135;571;731
1136;562;731
1137;571;722
1138;571;731
1139;571;721
1140;571;732
1141;571;731
1142;562;731
1143;571;732
1144;571;731
1145;571;741
1146;571;732
1147;581;732
1148;571;741
1149;572;731
1150;571;732
1151;581;741
1152;571;731
1153;571;741
1154;571;732
1155;581;741
1156;581;741
1157;572;741
1158;571;742
1159;571;742
1160;581;751
1161;581;751
1162;572;741
1163;581;752
1164;581;742
1165;571;742
1166;581;751
1167;581;751
1168;581;751
1169;581;751
1170;581;752
1171;581;752
1172;581;752
1173;581;762
1174;581;751
1175;591;751
1176;591;761
1177;591;751
1178;592;761
1179;592;761
1180;591;761
1181;581;752
1182;581;752
1183;591;762
1184;591;762
1185;581;752
1186;591;762
1187;591;762
1188;591;772
1189;591;762
1190;591;762
1191;591;772
1192;591;772
1193;591;762
1194;591;772
1195;591;772
1196;591;761
1197;602;771
1198;602;771
1199;591;771
1200;591;771
1201;591;771
1202;591;771
1203;601;772
1204;601;772
1205;601;772
1206;611;782
1207;612;771
1208;611;771
1209;621;771
1210;611;782
1211;621;782
1212;612;771
1213;621;781
1214;621;782
1215;621;782
1216;621;782
1217;621;781
1218;611;781
1219;621;782
1220;621;781
1221;621;791
1222;621;782
1223;621;782
1224;622;781
1225;621;781
1226;631;782
1227;621;781
1228;621;791
1229;621;782
1230;631;792
1231;621;791
1232;621;792
1233;631;791
1234;621;801
1235;621;802
1236;622;801
1237;631;791
1238;621;792
1239;631;791
1240;631;802
1241;631;802
1242;631;801
1243;631;802
1244;641;801
1245;631;802
1246;631;791
1247;631;792
1248;631;801
1249;641;802
1250;642;801
1251;341;410
1252;341;411
1253;632;801
1254;641;802
1255;641;801
1256;641;812
1257;642;801
1258;641;802
1259;642;801
1260;641;802
1261;641;811
1262;641;802
1263;641;812
1264;642;811
1265;641;802
1266;652;811
1267;641;812
1268;651;811
1269;642;811
1270;651;812
1271;651;811
1272;641;812
1273;651;812
1274;652;821
1275;641;812
1276;651;812
1277;641;811
1278;651;822
1279;651;822
1280;651;821
1281;652;821
1282;651;822
1283;651;822
1284;662;821
1285;651;821
1286;651;822
1287;651;822
1288;652;821
1289;661;822
1290;661;832
1291;651;822
1292;651;821
1293;652;821
1294;661;822
1295;661;832
1296;661;832
1297;662;841
1298;662;831
1299;661;822
1300;661;832
1301;661;832
1302;661;832
1303;672;831
1304;672;831
1305;661;831
1306;661;832
1307;661;832
1308;661;842
1309;661;842
1310;661;842
1311;661;841
1312;662;831
1313;662;841
1314;672;841
1315;662;841
1316;671;841
1317;661;831
1318;671;842
1319;661;842
1320;661;842
1321;671;852
1322;661;842
1323;671;842
1324;681;842
1325;671;842
1326;671;842
1327;671;842
1328;681;852
1329;671;842
1330;681;852
1331;671;852
1332;671;841
1333;682;851
1334;682;851
1335;682;851
1336;682;861
1337;681;851
1338;681;852
1339;681;852
1340;681;852
1341;421;511
1342;421;521
1343;681;862
1344;681;851
1345;682;851
1346;682;861
1347;681;862
1348;681;852
1349;691;862
1350;681;852
1351;692;861
1352;682;861
1353;681;862
1354;681;862
1355;691;861
1356;692;861
1357;681;872
1358;681;862
1359;681;862
1360;682;871
1361;691;861
1362;692;872
1363;691;862
1364;691;872
1365;692;871
1366;681;872
1367;691;872
1368;692;871
1369;691;872
1370;701;882
1371;702;881
1372;701;872
1373;701;872
1374;712;1162
1375;821;952
1376;822;982
1377;771;882
1378;772;902
1379;702;881
1380;701;882
1381;711;882
1382;711;882
1383;701;892
1384;702;892
1385;711;882
1386;702;881
1387;701;882
1388;702;881
1389;711;892
