n;Lista wiązana;Tablica dynamiczna
48667;130177;30
48666;130217;30
48665;130278;30
48664;130217;30
48663;129596;30
48662;133814;30
48661;130217;30
48660;130137;30
48659;130257;31
48658;130077;30
48657;129857;30
48656;130238;30
48655;133784;221
48654;129867;30
48653;130187;20
48652;129886;30
48651;129826;20
48650;129676;30
48649;130157;31
48648;129786;30
48647;133884;30
48646;130227;20
48645;129837;30
48644;130268;40
48643;130708;40
48642;129957;30
48641;129947;30
48640;129896;20
48639;133483;30
48638;130187;40
48637;130117;40
48636;132030;30
48635;132421;30
48634;132060;41
48633;130698;30
48632;134395;30
48631;130568;30
48630;130177;30
48629;130077;30
48628;130127;30
48627;130167;30
48626;130147;40
48625;129926;40
48624;133994;30
48623;130177;30
48622;129997;30
48621;130217;30
48620;130157;41
48619;130087;30
48618;130137;30
48617;130207;30
48616;133814;30
48615;130097;30
48614;130938;30
48613;130037;30
48612;129776;31
48611;130127;40
48610;130026;30
48609;133894;30
48608;129656;40
48607;130137;151
48606;129776;30
48605;129666;30
48604;130026;31
48603;130097;30
48602;129747;30
48601;133123;30
48600;130117;30
48599;129135;30
48598;129886;30
48597;129946;31
48596;129876;30
48595;129436;30
48594;133834;40
48593;129977;30
48592;129807;30
48591;130097;150
48590;129596;40
48589;130017;30
48588;130057;30
48587;129636;30
48586;133443;40
48585;130086;30
48584;129736;30
48583;129666;20
48582;130117;30
48581;129626;30
48580;131299;30
48579;131740;30
48578;134455;30
48577;132311;40
48576;136920;30
48575;130227;131
48574;130027;30
48573;129937;30
48572;130057;30
48571;134064;30
48570;130548;30
48569;130167;30
48568;129916;30
48567;129966;40
48566;129937;30
48565;130037;30
48564;130056;30
48563;133854;40
48562;129836;30
48561;130016;41
48560;129235;30
48559;130057;40
48558;130017;30
48557;129195;40
48556;129997;30
48555;133673;40
48554;129486;30
48553;130017;40
48552;130006;40
48551;129496;30
48550;129887;30
48549;129937;40
48548;133162;30
48547;129906;40
48546;129866;30
48545;129486;40
48544;129847;30
48543;129977;30
48542;129455;30
48541;129986;40
48540;133614;30
48539;129486;40
48538;129846;30
48537;129946;30
48536;129536;30
48535;129977;20
48534;129916;30
48533;129936;30
48532;133323;30
48531;129926;30
48530;129766;40
48529;129896;30
48528;129466;30
48527;129466;240
48526;129896;41
48525;133754;30
48524;129455;30
48523;129896;41
48522;129927;30
48521;129746;41
48520;129846;40
48519;129867;30
48518;129416;40
48517;133514;40
48516;129636;30
48515;130488;30
48514;129857;40
48513;129827;30
48512;129827;30
48511;129466;40
48510;129827;30
48509;133554;40
48508;129836;40
48507;129686;40
48506;129746;41
48505;129746;30
48504;129726;30
48503;129696;30
48502;133604;40
48501;129826;30
48500;129826;40
48499;129806;40
48498;129826;30
48497;129796;30
48496;129757;40
48495;129546;30
48494;133593;30
48493;129716;30
48492;129696;30
48491;129756;30
48490;129676;40
48489;129586;30
48488;129756;40
48487;130318;30
48486;133714;30
48485;129716;30
48484;129596;40
48483;129656;30
48482;129736;30
48481;129526;40
48480;129727;40
48479;133524;230
48478;129676;30
48477;129707;30
48476;129746;30
48475;129786;41
48474;129716;40
48473;129756;20
48472;129656;30
48471;133444;30
48470;129746;30
48469;129666;40
48468;129706;30
48467;129706;30
48466;129646;30
48465;129646;30
48464;129766;30
48463;133333;160
48462;129686;30
48461;129626;30
48460;129706;30
48459;129696;40
48458;129616;30
48457;129035;30
48456;133363;30
48455;129766;20
48454;129606;30
48453;129646;40
48452;129646;30
48451;130207;30
48450;132151;20
48449;155726;30
48448;130198;30
48447;129546;220
48446;129335;31
48445;129315;41
48444;129185;30
48443;129255;40
48442;130327;30
48441;133593;31
48440;129626;30
48439;129616;30
48438;129676;30
48437;129616;30
48436;129556;30
48435;129646;30
48434;133203;40
48433;129586;40
48432;129566;30
48431;129626;230
48430;129626;20
48429;129626;30
48428;129606;20
48427;129556;30
48426;133453;30
48425;129556;20
48424;129616;40
48423;129566;30
48422;129345;30
48421;129555;30
48420;129275;30
48419;129596;40
48418;135768;30
48417;129556;20
48416;129556;20
48415;129526;150
48414;129556;30
48413;129626;40
48412;129546;40
48411;133333;30
48410;129516;30
48409;129516;40
48408;129596;30
48407;129606;30
48406;129506;40
48405;129495;30
48404;129556;40
48403;133283;30
48402;129536;40
48401;128935;30
48400;129515;40
48399;129446;160
48398;129295;30
48397;129436;40
48396;129525;30
48395;133183;30
48394;129476;30
48393;129515;31
48392;129486;40
48391;129466;30
48390;129525;30
48389;129486;30
48388;130057;20
48387;138252;30
48386;148522;30
48385;129556;30
48384;129475;30
48383;129526;40
48382;129366;20
48381;129396;40
48380;133303;30
48379;129406;30
48378;129175;40
48377;129416;40
48376;129286;40
48375;129346;30
48374;129436;40
48373;129336;40
48372;133133;30
48371;129425;41
48370;129496;40
48369;129436;30
48368;129475;30
