n;Lista wiązana;Tablica dynamiczna
1433;50;2895
1434;50;2875
1435;50;2906
1436;50;2886
1437;50;2925
1438;50;2905
1439;50;2916
1440;50;2926
1441;51;2905
1442;50;2915
1443;50;2936
1444;50;2915
1445;60;2925
1446;50;2936
1447;60;3126
1448;110;3236
1449;100;3075
1450;100;3085
1451;100;3066
1452;110;3116
1453;120;3126
1454;100;3176
1455;130;3657
1456;110;3246
1457;111;3206
1458;50;2946
1459;61;2995
1460;60;2946
1461;50;2956
1462;60;2925
1463;50;3356
1464;90;3277
1465;121;3396
1466;120;3297
1467;120;3356
1468;251;2965
1469;50;2956
1470;60;2946
1471;50;2985
1472;50;2946
1473;60;3006
1474;50;2976
1475;50;2976
1476;51;2975
1477;50;2956
1478;50;2966
1479;60;2995
1480;50;2996
1481;50;3025
1482;50;3006
1483;50;2996
1484;50;3016
1485;50;2976
1486;51;2985
1487;50;3046
1488;50;3035
1489;50;2996
1490;50;3006
1491;50;3046
1492;50;3036
1493;50;2996
1494;50;3036
1495;50;3026
1496;50;3036
1497;50;3016
1498;50;3046
1499;50;3046
1500;50;3016
1501;50;3035
1502;50;3036
1503;50;3066
1504;60;3056
1505;50;3036
1506;50;3076
1507;50;3056
1508;50;3026
1509;50;3026
1510;50;3066
1511;50;3036
1512;50;3056
1513;50;3076
1514;50;3046
1515;50;3056
1516;50;3055
1517;50;3056
1518;50;3075
1519;50;3056
1520;51;3065
1521;50;3086
1522;50;3506
1523;100;3276
1524;110;3396
1525;100;3176
1526;100;3207
1527;90;3136
1528;90;3115
1529;100;3197
1530;90;3206
1531;91;3226
1532;90;3376
1533;100;3467
1534;100;3196
1535;110;3246
1536;100;3287
1537;101;3366
1538;100;3286
1539;111;3296
1540;90;3376
1541;120;3306
1542;100;3416
1543;110;3396
1544;60;3096
1545;50;3126
1546;50;3126
1547;50;3146
1548;50;3106
1549;50;3116
1550;50;3146
1551;50;3146
1552;50;3116
1553;50;3136
1554;50;3146
1555;50;3136
1556;50;3146
1557;50;3135
1558;50;3146
1559;5961;3146
1560;70;3186
1561;51;3176
1562;50;3196
1563;50;3667
1564;100;3497
1565;110;3427
1566;131;3466
1567;100;3426
1568;120;3737
1569;110;3526
1570;110;3808
1571;111;3426
1572;100;3337
1573;91;3266
1574;80;3266
1575;90;3607
1576;90;3346
1577;90;3236
1578;90;3307
1579;91;3406
1580;90;3347
1581;91;3556
1582;101;3466
1583;100;3577
1584;110;3407
1585;91;3416
1586;100;3507
1587;100;3497
1588;110;3847
1589;111;3967
1590;100;3487
1591;90;3436
1592;111;3516
1593;90;3437
1594;90;3477
1595;90;3677
1596;101;3997
1597;100;3526
1598;100;3457
1599;100;3426
1600;111;3346
1601;110;3717
1602;90;3807
1603;90;3738
1604;90;4248
1605;90;4408
1606;90;4509
1607;90;4368
1608;90;3757
1609;90;3306
1610;100;3487
1611;90;3527
1612;101;3526
1613;100;3446
1614;90;3617
1615;90;3447
1616;91;3627
1617;80;3526
1618;180;3397
1619;90;3426
1620;90;3547
1621;90;3577
1622;100;3497
1623;90;3426
1624;90;3457
1625;81;3286
1626;90;3306
1627;80;3467
1628;80;3346
1629;90;3286
1630;80;3427
1631;80;3336
1632;90;3316
1633;90;3326
1634;80;3367
1635;90;3387
1636;80;3496
1637;110;3527
1638;90;3356
1639;90;3397
1640;80;3767
1641;100;3537
1642;100;3627
1643;90;3707
1644;90;3537
1645;91;3637
1646;241;3437
1647;110;3576
1648;80;3607
1649;90;3637
1650;100;3587
1651;90;3627
1652;100;3426
1653;80;3447
1654;80;3346
1655;80;3817
1656;80;3487
1657;90;3687
1658;100;3617
1659;90;3557
1660;90;3457
1661;90;3667
1662;90;3636
1663;100;3566
1664;90;3587
1665;80;3877
1666;90;3417
1667;100;3406
1668;80;3557
1669;100;3517
1670;100;3887
1671;90;26310
1672;130;3707
1673;110;3606
1674;90;3587
1675;90;3487
1676;90;3597
1677;91;3546
1678;110;3646
1679;110;3867
1680;100;3848
1681;91;3877
1682;90;3647
1683;90;3717
1684;90;3778
1685;90;3566
1686;100;3717
1687;11312;3797
1688;100;3818
1689;91;3767
1690;90;3747
1691;110;3677
1692;110;3737
1693;90;3767
1694;90;3637
1695;90;3747
1696;110;3677
1697;110;3647
1698;90;3837
1699;110;3908
1700;101;3807
1701;120;4088
1702;90;3647
1703;90;3717
1704;110;3687
1705;90;3627
1706;100;3587
1707;90;3777
1708;341;3837
1709;90;3827
1710;90;3838
1711;90;3897
1712;100;3787
1713;100;3848
1714;90;3877
1715;100;3757
1716;80;3817
1717;90;4168
1718;110;3777
1719;80;3907
1720;100;3958
1721;111;3797
1722;100;3887
1723;90;3737
1724;111;3897
1725;90;3777
1726;80;3757
1727;90;3928
1728;100;3897
1729;110;3948
1730;90;3918
1731;111;4107
1732;101;4218
1733;100;4118
1734;110;4178
1735;110;4188
1736;90;4198
1737;110;4188
1738;120;4158
1739;100;4218
1740;91;4218
1741;101;4258
1742;90;4028
1743;121;4147
1744;110;4047
1745;100;3968
1746;110;4168
1747;110;4228
1748;100;3888
1749;110;3687
1750;110;3817
1751;110;3818
1752;101;3897
1753;100;3727
1754;100;3787
1755;60;3546
1756;160;3537
1757;51;3556
1758;50;3567
1759;61;3546
1760;50;3597
1761;60;3566
1762;60;3537
1763;61;3546
1764;50;3557
1765;61;3576
1766;60;3577
1767;61;3586
1768;50;3577
1769;50;3546
1770;60;3587
1771;60;3566
1772;220;3546
1773;50;3567
1774;50;3586
1775;50;3597
1776;61;3596
1777;50;3577
1778;61;3576
1779;60;3597
1780;50;3597
1781;50;4038
1782;90;3948
1783;111;3897
1784;90;3867
1785;100;3807
1786;110;3937
1787;110;3707
1788;101;3867
1789;90;3908
1790;91;3707
1791;211;3677
1792;100;3767
1793;90;3838
1794;101;3707
1795;91;3897
1796;100;3938
1797;90;3958
1798;111;4037
1799;110;3878
1800;51;3637
1801;50;3637
1802;50;3617
1803;50;3656
1804;50;3627
1805;50;3607
1806;50;3677
1807;50;3627
1808;51;3657
1809;60;3637
1810;50;3657
1811;51;3647
1812;50;3657
1813;50;3657
1814;51;3667
1815;8677;3637
1816;50;3647
1817;50;3667
1818;60;3627
1819;50;3667
1820;50;3687
1821;50;3657
1822;50;3677
1823;50;3677
1824;60;3687
1825;50;3666
1826;50;3687
1827;50;3707
1828;51;3677
1829;50;3667
1830;50;3707
1831;50;3717
1832;51;3667
1833;50;3677
1834;50;3697
1835;50;3697
1836;291;3717
1837;50;3697
1838;50;3697
1839;50;3707
1840;50;3707
1841;50;3707
1842;50;3677
1843;50;3717
1844;50;3737
1845;50;3687
1846;50;3738
1847;50;3717
1848;50;3697
1849;50;3727
1850;51;3747
1851;50;3728
1852;50;3727
1853;50;3727
1854;50;3777
1855;50;3737
1856;50;3747
1857;50;3748
1858;60;3797
1859;50;3737
1860;50;3737
1861;50;3767
1862;51;3767
1863;50;3767
1864;60;3748
1865;50;3787
1866;50;3737
1867;50;3747
1868;50;3757
1869;61;3757
1870;50;3747
1871;50;3808
1872;50;3777
1873;50;3777
1874;50;3777
1875;50;3757
1876;50;3767
1877;50;3777
1878;51;3767
1879;50;3777
1880;50;3788
1881;50;3757
1882;50;3787
1883;50;3797
1884;50;3797
1885;60;3797
1886;50;3817
1887;50;3827
1888;50;3777
1889;60;3817
1890;50;3787
1891;51;3827
1892;50;3787
1893;50;3827
1894;50;3858
1895;50;3807
1896;50;21591
1897;111;4017
1898;50;3807
1899;60;3817
1900;60;3807
1901;60;3847
1902;50;3817
1903;60;3827
1904;60;3827
1905;60;3837
1906;60;3837
1907;60;3857
1908;60;3868
1909;60;4278
1910;100;4137
1911;100;4127
1912;100;3998
1913;90;3947
1914;80;3888
1915;80;4067
1916;90;3997
1917;100;3938
1918;281;3917
1919;110;4067
